Tipo esercizio storico,Insegna,Tipo via,Nome via,Civico,Codice via,ZD,Forma commercio,Forma commercio prev,Forma vendita,Settore storico,Superficie somministrazione,Isolato,Accesso
bar-caffe',bar della crocetta,CSO,DI PORTA ROMANA,67,402,1,somministrazione,somministrazione,misto,carte;bocce;bar-caffe';tavola fredda;biliardo;cibi cotti preconfezionati,69, 115, accesso esterno
bar-caffe',bar della nonna,VLE,UMBRIA,98,3145,4,somministrazione,somministrazione,misto,tavola fredda;bar gastronomici e simili;cibi cotti preconfezionati;bar-caffe';genere merceol.autorizz.sanit.,70, 077, accesso esterno
bar-caffe',bar della piazza,PLE,NIGRA COSTANTINO,2,1236,9,somministrazione,somministrazione,al banco,genere merceol.autorizz.sanit.;bar-caffe';bar gastronomici e simili;prodotti di gastronomia,30, 097, accesso esterno
bar-caffe',bar della piazza,PZA,NAPOLI,31,5131,6,somministrazione,somministrazione,al banco,bar gastronomici e simili;tavola fredda;bar-caffe';prodotti di gastronomia;genere merceol.autorizz.sanit.,68, 165, accesso esterno
bar-caffe',bar dell artista,VLE,TROYA CARLO,14,5140,6,somministrazione,somministrazione,al banco,tavola fredda;giochi legge 388/2000;bar gastronomici e simili;bar-caffe';genere merceol.autorizz.sanit.,32, 166, accesso esterno
bar-caffe',bar delle ande,VIA,DELLE ANDE,5,7496,8,somministrazione/minuto,somministrazione,al banco,giochi legge 388/2000;genere merceol.autorizz.sanit.;tavola fredda;bar-caffe';cibi cotti preconfezionati,79, 062, accesso esterno
bar-caffe',bar delle ore,VIA,DELLE ORE,4,320,1,somministrazione,somministrazione,misto,bar pasticc.gelat.crem.creper.;tavola fredda;bar-caffe';genere merceol.autorizz.sanit.;bar gastronomici e simili;cibi cotti preconfezionati,108, 389, accesso esterno
bar-caffe',bar dell universita,VIA,LARGA,6,318,1,somministrazione,somministrazione,misto,"pizzeria;prodotti di gastronomia;bar-caffe';tavola calda;genere merceol.autorizz.sanit.;tav.calde,self service,fast f.",174, 390, accesso esterno
bar-caffe',bar del piazzale,PLE,CIMITERO MAGGIORE,3,7442,8,somministrazione,somministrazione,al banco,"tav.calde,self service,fast f.;genere merceol.autorizz.sanit.;bar-caffe';cibi cotti preconfezionati;bar gastronomici e simili",100, 181, accesso esterno
bar-caffe',bar del ponte,VLE,MONTE CENERI,34,7176,8,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.;bar-caffe';tavola fredda;giochi legge 388/2000;elettr.automatici meccaniche,65, 319, accesso esterno
bar-caffe',bar del tann,VIA,FANTOLI GAUDENZIO,10,3355,4,somministrazione,somministrazione,misto,tavola calda;bar-caffe';genere merceol.autorizz.sanit.;ristorante,200, 084, accesso interno
bar-caffe',bar derby,VIA, CAPECELATRO ALFONSO,081/83,6785,7,somministrazione,somministrazione,al banco,bar-caffe';genere merceol.autorizz.sanit.;tavola fredda,57, 233, accesso esterno
bar-caffe',bar d este,VIA,ORIANI ALFREDO,2,4025,1,somministrazione,somministrazione,misto,bar-caffe';cibi cotti preconfezionati;genere merceol.autorizz.sanit.;bar gastronomici e simili,53, 043, accesso esterno
bar-caffe',bar dico,VIA,DEI GRIMANI,1,6097,6,somministrazione,somministrazione,misto,tavola fredda;genere merceol.autorizz.sanit.;bar gastronomici e simili;bar-caffe';cibi cotti preconfezionati;giochi legge 388/2000,44, 305, accesso esterno
bar-caffe',bar diego,VIA,MENABREA LUIGI FEDERICO,14,1322,9,somministrazione,somministrazione,al banco,bar-caffe';genere merceol.autorizz.sanit.;tavola fredda,22, 160, accesso esterno
bar-caffe',bar di via manzoni,VIA,MANZONI ALESSANDRO,012/a,230,1,somministrazione,somministrazione,misto,"genere merceol.autorizz.sanit.;bar-caffe';prodotti di gastronomia;bar gastronomici e simili;tav.calde,self service,fast f.",93, 363, accesso esterno
bar-caffe',bar dogana,VIA,ARNALDO DA BRESCIA,10,1151,9,somministrazione,somministrazione,misto,"bar-caffe';ristorante, trattoria, osteria;genere merceol.autorizz.sanit.;tavola calda",95, 250, accesso esterno
bar-caffe',bar dolly,VLE,VITTORIO VENETO,6,2107,3,somministrazione,somministrazione,misto,bar gastronomici e simili;genere merceol.autorizz.sanit.;prodotti di gastronomia;bar-caffe',50, 137, accesso esterno
bar-caffe',bar donatello,VIA,DONATELLO,18,2214,3,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.;bar-caffe';tavola fredda;prodotti di gastronomia,51, 091, accesso esterno
bar-caffe',bar doria,VIA,AMEDEO D'AOSTA,19,2095,3,somministrazione,somministrazione,al banco,genere merceol.autorizz.sanit.;bar-caffe',102, 125, accesso esterno
bar-caffe',bar doria,VLE,JENNER EDOARDO,13,1230,9,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.;bar gastronomici e simili;bar-caffe';prodotti di gastronomia,75, 101, accesso esterno
bar-caffe',bar dumdas,VIA,GONIN FRANCESCO,56,5376,6,somministrazione,somministrazione,al banco,bar-caffe';genere merceol.autorizz.sanit.;tavola fredda;bar gastronomici e simili;cibi cotti preconfezionati;bar pasticc.gelat.crem.creper.,74, 007, accesso esterno
bar-caffe',bar el cafe,VIA,MERAVIGLI,16,614,1,somministrazione,somministrazione,al banco,prodotti di gastronomia;genere merceol.autorizz.sanit.;bar-caffe';bar gastronomici e simili;bar pasticc.gelat.crem.creper.;tavola fredda,27, 372, accesso esterno
bar-caffe',bar elena,VIA,VISCONTI BERNABO',8,6312,7,somministrazione,somministrazione,al banco,genere merceol.autorizz.sanit.;tavola calda;bar-caffe',70, 036, accesso esterno
bar-caffe',bar elite,PZA,ARGENTINA,3,2233,3,somministrazione,somministrazione,misto,bar-caffe';bar gastronomici e simili;genere merceol.autorizz.sanit.;tavola fredda;giochi legge 388/2000,38, 016, accesso esterno
bar-caffe',bar enoteca,VLE,UNGHERIA,24,3357,4,somministrazione,somministrazione,al banco,bar-caffe';tavola fredda;genere merceol.autorizz.sanit.,41, 110, accesso esterno
bar-caffe',bar enzo,PLE,ACCURSIO FRANCESCO,4,7386,8,somministrazione,somministrazione,al banco,prodotti di gastronomia;tavola fredda;bar gastronomici e simili;bar-caffe',33, 294, accesso esterno
bar-caffe',bar erika,VIA,BERTOLAZZI CARLO,20,2662,3,somministrazione,somministrazione,al banco,cibi cotti preconfezionati;genere merceol.autorizz.sanit.;bar gastronomici e simili;bar-caffe';tavola fredda,52, 115, accesso esterno
bar-caffe',bar est,VLE,BLIGNY,16,4045,5,somministrazione,somministrazione,misto,bar-caffe';cibi cotti preconfezionati;genere merceol.autorizz.sanit.;bar gastronomici e simili;giochi legge 388/2000,35, 102, accesso esterno
bar-caffe',bar eugenio,PLE,LAGOSTA,6,1155,9,somministrazione,somministrazione,misto,"tavola calda;bar-caffe';tavola fredda;ristorante, trattoria, osteria;bar gastronomici e simili;genere merceol.autorizz.sanit.",103, 279, accesso esterno
bar-caffe',bar euro,VIA,BREDA ERNESTO,176,2342,2,somministrazione,somministrazione,al banco,cibi cotti preconfezionati;bar gastronomici e simili;bar-caffe';genere merceol.autorizz.sanit.;pizzeria;tavola fredda,160, 010, accesso esterno
bar-caffe',bar faby,VIA,CASSINIS GIOVANNI BATTISTA,63,4309,4,somministrazione/minuto,somministrazione,misto,bar gastronomici e simili;tavola fredda;genere merceol.autorizz.sanit.;bar-caffe',51, 076, accesso esterno
bar-caffe',bar fantasy,VIA,FANTI MANFREDO,2,3149,1,somministrazione,somministrazione,misto,bar-caffe';cibi cotti preconfezionati;genere merceol.autorizz.sanit.;bar gastronomici e simili;tavola fredda,49, 114, accesso esterno
bar-caffe',bar feltre,VIA,FELTRE,27,2652,3,somministrazione,somministrazione,misto,giochi legge 388/2000;prodotti di gastronomia;genere merceol.autorizz.sanit.;tavola fredda;bar-caffe',76, 060, accesso esterno
bar-caffe',bar fidia,VIA,COLA MONTANO,26,1139,9,somministrazione,somministrazione,misto,giochi legge 388/2000;bar-caffe';bar gastronomici e simili;tavola calda,97, 260, accesso esterno
bar-caffe',bar filzi,VIA,FILZI FABIO,4,1190,2,somministrazione,somministrazione,misto,bar-caffe';bar gastronomici e simili;tavola fredda;genere merceol.autorizz.sanit.;cibi cotti preconfezionati,54, 311, accesso esterno
bar-caffe',bar fiora,VIA,CACCIALEPORI,38,6557,7,somministrazione/minuto,somministrazione,al banco,tavola fredda;bar-caffe';genere merceol.autorizz.sanit.,107, 254, accesso esterno
bar-caffe',bar firenze,VIA,STOPPANI ANTONIO,33,2163,3,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria;tavola calda;bar-caffe';genere merceol.autorizz.sanit.;bar gastronomici e simili",57, 092, accesso esterno
bar-caffe',bar flowers,VIA,EUSTACHI BARTOLOMEO,17,2165,3,somministrazione/minuto,somministrazione,misto,"tav.calde,self service,fast f.;cibi cotti preconfezionati;tavola fredda;genere merceol.autorizz.sanit.;bar gastronomici e simili;tavola calda;bar-caffe'",95, 090, accesso esterno
bar-caffe',bar fontana,PZA,FONTANA,6,308,1,somministrazione,somministrazione,al banco,bar-caffe';genere merceol.autorizz.sanit.;bar gastronomici e simili;tavola fredda;prodotti di gastronomia,20, 358, accesso esterno
bar-caffe',bar foppolino,VIA,GIOVIO PAOLO,45,6194,7,somministrazione,somministrazione,al banco,prodotti di gastronomia;genere merceol.autorizz.sanit.;bar-caffe';bar gastronomici e simili,52, 260, accesso esterno
bar-caffe',bar forse si forse no,VIA,TRAIANO MARCO ULPIO,60,7157,8,somministrazione,somministrazione,misto,tavola fredda;bar gastronomici e simili;bar-caffe',65, 323, accesso esterno
bar-caffe',bar franceve,CSO,DI PORTA VITTORIA,42,3016,1,somministrazione,somministrazione,al banco,genere merceol.autorizz.sanit.;prodotti di gastronomia;bar-caffe';bar gastronomici e simili,59, 033, accesso esterno
bar-caffe',bar franco,VIA,DEI FIORDALISI,3,6710,6,somministrazione/minuto,somministrazione,al banco,bar-caffe';tavola fredda;prodotti di gastronomia;bar gastronomici e simili;genere merceol.autorizz.sanit.,27, 120, accesso esterno
bar-caffe',bar franco caffe mokito,PLE,SELINUNTE,11,6566,7,somministrazione,somministrazione,al banco,bar-caffe';bar gastronomici e simili;tavola fredda;genere merceol.autorizz.sanit.;giochi legge 388/2000,34, 246, accesso esterno
bar-caffe',bar free time,VIA,SANTA MARGHERITA,7,108,1,somministrazione,somministrazione,misto,cibi cotti preconfezionati;genere merceol.autorizz.sanit.;bar-caffe',70, 380, accesso esterno
bar-caffe',bar friend s,VIA,TOLSTOI LEONE,102,5133,6,somministrazione,somministrazione,misto,bar gastronomici e simili;bar-caffe';tavola fredda;genere merceol.autorizz.sanit.,38, 042, accesso esterno
bar-caffe',bar fusina,PZA,FUSINA ANDREA,1,3300,3,somministrazione,somministrazione,misto,bar-caffe';prodotti di gastronomia;tavola fredda;genere merceol.autorizz.sanit.;bar gastronomici e simili,62, 194, accesso esterno
bar-caffe',bar gabbiano,CSO,DI PORTA ROMANA,51,402,1,somministrazione,somministrazione,misto,bar-caffe';cibi cotti preconfezionati;bar gastronomici e simili;genere merceol.autorizz.sanit.,79, 115, accesso esterno
bar-caffe',bar galleria,PZA,DE ANGELI ERNESTO,3,6276,7,somministrazione,somministrazione,misto,bar-caffe';genere merceol.autorizz.sanit.;bar gastronomici e simili;cibi cotti preconfezionati,94, 218, accesso esterno
bar-caffe',bar gallery,VIA,SARPI FRA' PAOLO,35,7210,1,somministrazione,somministrazione,misto,bar-caffe';giochi legge 388/2000;prodotti di gastronomia;genere merceol.autorizz.sanit.,38, 113, accesso esterno
bar-caffe',bar garden,CSO,DI PORTA VITTORIA,28,3016,1,somministrazione,somministrazione,al banco,prodotti di gastronomia;bar-caffe';genere merceol.autorizz.sanit.;bar gastronomici e simili,62, 109, accesso esterno
bar-caffe',bar gatto,VIA,PIERLUIGI GIOVANNI DA PALESTRINA,1,2235,3,somministrazione,somministrazione,al banco,cibi cotti preconfezionati;bar gastronomici e simili;bar-caffe',33, 016, accesso esterno
bar-caffe',bar g. E  g.,VIA,PALLADIO ANDREA,003/a,4213,5,somministrazione,somministrazione,al banco,bar gastronomici e simili;bar-caffe';tavola fredda;genere merceol.autorizz.sanit.,30, 152, accesso esterno
bar-caffe',bar gelateria,PLE,GAMBARA VERONICA,5,6593,7,somministrazione/minuto,somministrazione,al banco,elettr.automatici meccaniche;bar-caffe';tavola fredda;genere merceol.autorizz.sanit.,20, 019, accesso esterno
bar-caffe',bar gelateria,PZA,ANGILBERTO II,2,4278,4,somministrazione,somministrazione,al banco,bar pasticc.gelat.crem.creper.;gelateria;bar-caffe';genere merceol.autorizz.sanit.,29, 119, accesso esterno
bar-caffe',bar gelateria,VIA,NICCODEMI DARIO,6,7380,8,somministrazione,somministrazione,al banco,genere merceol.autorizz.sanit.;tavola fredda;bar-caffe',39, 271, accesso esterno
bar-caffe',bar gelateria,VLE,ESPINASSE CARLO,57,7390,8,somministrazione/minuto,somministrazione,misto,ristorante;genere merceol.autorizz.sanit.;bar-caffe';tavola fredda,143, 240, accesso esterno
bar-caffe',bar gelateria,VLE,ETIOPIA,4,6131,6,somministrazione,somministrazione,misto,bar-caffe';genere merceol.autorizz.sanit.,38, 031, accesso esterno
bar-caffe',bar gelateria jasmine,VIA,F.LLI ZOIA,88,6306,7,somministrazione,somministrazione,al banco,bar-caffe';tavola fredda;genere merceol.autorizz.sanit.;bar pasticc.gelat.crem.creper.;gelateria,28, 061, accesso esterno
bar-caffe',bar gelateria la felice,VIA,SAVARE' MANLIO E GIOACCHINO,1,3026,1,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.;bar-caffe';tavola fredda;bar gastronomici e simili;cibi cotti preconfezionati,47, 107, accesso esterno
bar-caffe',bar gelateria lecca lecca,VIA,LOSANNA,15,7190,8,somministrazione,somministrazione,al banco,bar-caffe';genere merceol.autorizz.sanit.;tavola fredda;bar pasticc.gelat.crem.creper.;bar gastronomici e simili;gelateria,41, 018, accesso esterno
bar-caffe',bar gelateria pasticceria,VLE,MONTE NERO,63,3062,1,somministrazione,somministrazione,al banco,bar-caffe';tavola fredda;genere merceol.autorizz.sanit.;bar pasticc.gelat.crem.creper.,17, 054, accesso esterno
bar-caffe',bar gelateria procaccini,VIA,PROCACCINI GIULIO CESARE,44,7204,8,somministrazione,somministrazione,al banco,bar gastronomici e simili;bar pasticc.gelat.crem.creper.;genere merceol.autorizz.sanit.;bar-caffe',35, 054, accesso esterno
bar-caffe',bar gelater.pastic.torres,VIA,PADOVA,109,2275,2,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.;bar-caffe',45, 279, accesso esterno
bar-caffe',bar genzianella guarany,VIA,PARAVIA PIER ALESSANDRO,77,6571,7,somministrazione,somministrazione,al banco,genere merceol.autorizz.sanit.;tavola fredda;bar-caffe';bar gastronomici e simili,62, 241, accesso esterno
bar-caffe',bar giacosa,VIA,GIACOSA GIUSEPPE,11,2310,2,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.;bar-caffe';cibi cotti preconfezionati;bar gastronomici e simili;giochi legge 388/2000;tavola fredda,71, 334, accesso esterno
bar-caffe',bar gianna,VIA,FERRUCCI FRANCESCO,22,7150,8,somministrazione,somministrazione,misto,cibi cotti preconfezionati;bar gastronomici e simili;genere merceol.autorizz.sanit.;bar-caffe',34, 086, accesso esterno
bar-caffe',bar gianni,VLE,MONTE CENERI,29,7176,8,somministrazione,somministrazione,al banco,bar-caffe';genere merceol.autorizz.sanit.;tavola fredda;giochi legge 388/2000,37, 320, accesso esterno
bar-caffe',bar giardino,VIA,TORRE CARLO,022/a,5271,6,somministrazione/minuto,minuto,al banco,bar gastronomici e simili;genere merceol.autorizz.sanit.;cibi cotti preconfezionati;bar-caffe',104, 063, accesso esterno
bar-caffe',bar gioia,VLE,SONDRIO,2,1212,2,somministrazione,somministrazione,misto,"genere merceol.autorizz.sanit.;bar-caffe';ristorante, trattoria, osteria;tavola calda",70, 196, accesso esterno
bar-caffe',bar giorgio,VIA,BEZZECCA,2,3075,4,somministrazione,somministrazione,al banco,bar gastronomici e simili;elettr.automatici meccaniche;genere merceol.autorizz.sanit.;lett. giochi leciti e societa';prodotti di gastronomia;bar-caffe';tavola fredda,68, 050, accesso esterno
bar-caffe',bar giotto,VIA,GIOTTO,31,6248,7,somministrazione,somministrazione,misto,prodotti di gastronomia;bar gastronomici e simili;bar-caffe';genere merceol.autorizz.sanit.,116, 195, accesso esterno
bar-caffe',bar girasole,VIA,EL ALAMEIN,24,7346,9,somministrazione,somministrazione,misto,bar-caffe';genere merceol.autorizz.sanit.,72, 133, accesso esterno
bar-caffe',bar gloria fortuna,VIA,BIANCA DI SAVOIA,19,4019,1,somministrazione,somministrazione,al banco,bar-caffe';genere merceol.autorizz.sanit.;prodotti di gastronomia;bar gastronomici e simili,61, 045, accesso esterno
bar-caffe',bar grandi,PZA,GRANDI GIUSEPPE,22,3112,4,somministrazione/minuto,minuto,al banco,genere merceol.autorizz.sanit.;giochi legge 388/2000;bar gastronomici e simili;bar-caffe',82, 262, accesso interno
bar-caffe',bar grattacielo,PZA,DELLA REPUBBLICA,32,1055,2,somministrazione,somministrazione,al banco,bar-caffe';prodotti di gastronomia;tavola fredda;genere merceol.autorizz.sanit.,54, 094, accesso interno
bar-caffe',bar grattacielo,VIA,FILZI FABIO,14,1190,2,somministrazione,somministrazione,al banco,bar gastronomici e simili;bar-caffe';genere merceol.autorizz.sanit.;cibi cotti preconfezionati,109, 309, accesso esterno
bar-caffe',bar graziella,VIA,PITTERI RICCARDO,7,2674,3,somministrazione,somministrazione,misto,"bar-caffe';genere merceol.autorizz.sanit.;ristorante;ristorante, trattoria, osteria",119, 155, accesso esterno
bar-caffe',bar grossi,VIA,GROSSI TOMMASO,10,105,1,somministrazione,somministrazione,al banco,bar-caffe';genere merceol.autorizz.sanit.;bar gastronomici e simili;cibi cotti preconfezionati,111, 412, accesso esterno
bar-caffe',bar guarany,VIA,DELLE FORZE ARMATE,362,6643,7,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.;bar-caffe';tavola fredda,46, 138, accesso esterno
bar-caffe',bar guido,VIA,GALLARATE,403,7420,8,somministrazione,somministrazione,misto,"bar gastronomici e simili;genere merceol.autorizz.sanit.;bar-caffe';tav.calde,self service,fast f.;tavola fredda;ristorante",216, 101, accesso esterno
bar-caffe',bar h,VIA,MAESTRI CAMPIONESI,17,3197,4,somministrazione,somministrazione,al banco,prodotti di gastronomia;bar-caffe';bar gastronomici e simili;genere merceol.autorizz.sanit.,67, 072, accesso esterno
bar-caffe',bar harmony,VIA,F.LLI INDUNO,28,7217,8,somministrazione,somministrazione,misto,bar-caffe';genere merceol.autorizz.sanit.;bar gastronomici e simili;prodotti di gastronomia,83, 035, accesso esterno
bar-caffe',bar i due poeti,PZA,BERTARELLI LUIGI VITTORIO,4,584,1,somministrazione,somministrazione,al banco,cibi cotti preconfezionati;bar-caffe';genere merceol.autorizz.sanit.;bar gastronomici e simili,95, 331, accesso esterno
bar-caffe',bar iliade caffet.birreri,VIA,ZURIGO,14,6318,7,somministrazione,somministrazione,al banco,bar gastronomici e simili;genere merceol.autorizz.sanit.;bar-caffe',27, 213, accesso interno
bar-caffe',bar illy,VLE,UMBRIA,50,3145,4,somministrazione/minuto,minuto,al banco,giochi legge 388/2000;genere merceol.autorizz.sanit.;bar gastronomici e simili;tavola fredda;bar-caffe',45, 121, accesso esterno
